,group,motif_id
972298,Kitanemuk,i82b
972302,Kogi,i82b
972306,Konds (Khonds),i82b
972307,Kongo,i82b
972309,Korea,i82b
972344,"Lezgians,Kiurin; Archin",i82b
972352,Lithuanians,i82b
972360,"Luba,Bena,Tabwa",i82b
972367,Macedonians,i82b
972376,Makka,i82b
972377,Makuxi,i82b
972379,"Malawi,Wenda,Tumbuka,Nsenga",i82b
972385,Mandan,i82b
972401,Mataco,i82b
972408,"Mende,Bandi,Loma",i82b
972423,Mocovi,i82b
972429,Mongols (Khalkha),i82b
972435,"Mpongwe,Nkomi,Mindumu",i82b
972449,"Napo,Kanelo",i82b
972461,"Niamwesi,Sumbwa",i82b
972467,Nogai,i82b
972475,Northern Paiute,i82b
972476,Northern Peru: Costa,i82b
972477,Northern Peru: Sierra,i82b
972497,Ojibwa (Western),i82b
972508,Orinoco Caribs,i82b
972513,"Osage, Kansa",i82b
972514,Ossetians,i82b
972528,Papago,i82b
972533,Pawnee,i82b
972534,"Paya,Sumu,Misquito",i82b
972535,Pemon,i82b
972536,Persians,i82b
972538,Pima,i82b
972545,Pomo,i82b
972555,Queensland,i82b
972567,Romanians,i82b
972570,Rotuma,i82b
972571,Russians,i82b
972574,"Rwanda,Shi,Rundi",i82b
972578,Sakata,i82b
972581,Samoa,i82b
972586,"Santali,Turi",i82b
972599,Serbs,i82b
972611,Shona,i82b
972614,"Shughni,Rushani,Khufi,Bartangi",i82b
972619,Sierra Miwok,i82b
972621,Sinhalese,i82b
972630,Songe,i82b
972639,Southern Luzon,i82b
972648,"Sukuma,Gusii,Kumbi",i82b
972649,"Sulu, Mapun",i82b
972652,Sumer,i82b
972657,Swahili,i82b
972663,Tacana,i82b
972665,"Tahiti, Society islands",i82b
972667,"Tai,Zhuang,Nung,Kho",i82b
972669,Tajik,i82b
972682,Tehuelche,i82b
972694,Tibetans: Amdo,i82b
972702,"Tiwa,Tewa,Towa",i82b
972706,Toba,i82b
972711,"Tonga, Ndebele",i82b
972713,"Toradja, Mori",i82b
972714,Torres Strait Islands,i82b
972717,Trans New Guinea East,i82b
972718,Trans New Guinea West,i82b
972725,Tsimshian,i82b
972727,Tuamotu,i82b
972728,Tuareg,i82b
972730,Tundra Nenets,i82b
972733,Tunisia Arabs,i82b
972743,Tuvinians,i82b
972746,Tzotzil,i82b
972755,Ukrainians,i82b
972757,Umotina,i82b
972762,Urubu-Kaapor,i82b
972764,Uyghur,i82b
972765,Uzbek,i82b
972769,Viets,i82b
972771,Volga (Kazan) Tatars,i82b
972773,"Wahki,Ishkashimi,Munji",i82b
972780,Wappo,i82b
972781,Warao,i82b
972790,Western Evenki,i82b
972794,Western Sami,i82b
972800,"Witoto,Ocaina",i82b
972808,Yakut,i82b
972830,Yuki,i82b
972832,"Yuma,Mohave,Maricopa",i82b
972836,"Zande,Nzakara",i82b
972850,Admiralty islands,i82c
972891,Arnham Land,i82c
972892,Ashaninca,i82c
972917,"Banda,Gbaya,Ngbandi,Manja",i82c
972925,Bashkir,i82c
972932,"Bemba,Kaonde,Lamba",i82c
972939,Biu-Mandara,i82c
972941,"Boa,Komo,Nyanga",i82c
972959,Bulgarians,i82c
972966,Byelorussians,i82c
972988,Chamacoco,i82c
973014,Chorote,i82c
973046,"Dan,Guro,Mano,Sapa,Ngere",i82c
973052,"Desana,Siriano,Tatuyo,Bara",i82c
973080,"Fang,Bube,Bulu,Tanga",i82c
973106,Guajiro,i82c
973107,Guarani,i82c
973113,"Halcomelem,Sechelt,Squamish",i82c
973142,Ijaw,i82c
973144,Ila,i82c
973154,Island Caribs,i82c
973165,"Kaingang, Xokleng",i82c
973187,"Karina, Galibi",i82c
973230,Kongo,i82c
973275,Lithuanians,i82c
973281,Loyalty,i82c
973283,"Luba,Bena,Tabwa",i82c
973291,Machiguenga,i82c
973300,Makuxi,i82c
973302,"Malawi,Wenda,Tumbuka,Nsenga",i82c
973320,Marshal Islands,i82c
973324,Mataco,i82c
973331,"Mende,Bandi,Loma",i82c
973358,"Mpongwe,Nkomi,Mindumu",i82c
973384,"Niamwesi,Sumbwa",i82c
973457,"Paya,Sumu,Misquito",i82c
973458,Pemon,i82c
973478,Queensland,i82c
973497,"Rwanda,Shi,Rundi",i82c
973501,Sakata,i82c
973519,"Semang,Senoi",i82c
973522,Serbs,i82c
973534,Shona,i82c
973553,Songe,i82c
973571,"Sukuma,Gusii,Kumbi",i82c
973580,Swahili,i82c
973586,Tacana,i82c
973609,Tenetehara,i82c
973634,"Tonga, Ndebele",i82c
973637,Torres Strait Islands,i82c
973641,Trans New Guinea West,i82c
973678,Ukrainians,i82c
973680,Umotina,i82c
973685,Urubu-Kaapor,i82c
973694,Volga (Kazan) Tatars,i82c
973759,"Zande,Nzakara",i82c
973781,"Akkad,Assyria,Babylon",i82d
973822,"Atayal,Sedeq,Saisiyat",i82d
973882,Bulgarians,i82d
973908,Ceram,i82d
973923,"Chin,Kuki,Lakher,Mizo,Lushei",i82d
973999,Evenki of China,i82d
974030,Guarani,i82d
974123,"Kechua: South Peru, Bolivia",i82d
974144,Kitanemuk,i82d
974152,Konds (Khonds),i82d
974295,"Napo,Kanelo",i82d
974323,Northern Peru: Sierra,i82d
974359,"Osage, Kansa",i82d
974379,Pawnee,i82d
974413,Romanians,i82d
974495,"Sulu, Mapun",i82d
974559,"Toradja, Mori",i82d
974576,Tundra Nenets,i82d
974615,Viets,i82d
974697,"Adyghe, Kabardin",i82e
974731,"Arabs: Palestine,Syria,Lebanon",i82e
975029,"Karachays, Balkar",i82e
975735,Byelorussians,i82f
975813,Czech,i82f
975833,"Dutch, Flemish, Frisians",i82f
975960,Kashubians,i82f
976044,Lithuanians,i82f
976236,Poles,i82f
976242,Prussians,i82f
976318,Slovenians,i82f
976447,Ukrainians,i82f
976651,Bulgarians,i82g
976668,Catalonia,i82g
976728,Crimea Tatars,i82g
976729,Croatians,i82g
976765,England,i82g
976784,French,i82g
976796,Greeks (modern),i82g
976847,Italians (continental),i82g
976891,Kazakh,i82g
976959,"Lezgians,Kiurin; Archin",i82g
977159,Poles,i82g
977163,Portuguese,i82g
977182,Romanians,i82g
977214,Serbs,i82g
977232,Sicilia,i82g
977241,Slovenians,i82g
977250,Sorbs,i82g
977354,Turks,i82g
977483,"Altai-Kiji, Telengit",i82h
977511,Astrakhan Tatars and Nogai,i82h
977526,Baikal Evenki,i82h
977540,Bashkir,i82h
977579,Buryat,i82h
977633,Chulym Turks,i82h
977651,Crimea Tatars,i82h
977660,Daghur,i82h
977665,Darkhad,i82h
977674,Dolgan,i82h
977691,Evenki of China,i82h
977696,Far East Evenki,i82h
977785,Kalmyk,i82h
977797,Kara Kalpak,i82h
977798,"Karachays, Balkar",i82h
977814,Kazakh,i82h
977821,Khakas,i82h
977834,Kirghiz,i82h
977856,"Kumandin,Chelkan,Tubalar",i82h
977858,Kumyk,i82h
977966,Mongols (Inner Mongolia),i82h
977967,Mongols (Khalkha),i82h
977968,"Monguor,Shirongol",i82h
977991,Negidals,i82h
978005,Nogai,i82h
978033,Oirat,i82h
978150,Shor,i82h
978154,Siberian Tatars,i82h
978246,Tofa,i82h
978277,Turks,i82h
978281,Tuvinians,i82h
978282,Tuvinians South Altai,i82h
978289,Udmurt,i82h
978302,Uyghur,i82h
978309,Volga (Kazan) Tatars,i82h
978328,Western Evenki,i82h
978346,Yakut,i82h
978361,Yogur,i82h
978402,Algeria Arabs,i82i
978420,Arabs: Egypt,i82i
978421,Arabs: Iraq,i82i
978422,Arabs: Libya,i82i
978423,"Arabs: Palestine,Syria,Lebanon",i82i
978445,Azerbaijan,i82i
978463,Bashkir,i82i
978728,Kashmiri,i82i
978737,Kazakh,i82i
978805,"Lezgians,Kiurin; Archin",i82i
978904,Muslim Malay,i82i
978928,Nogai,i82i
978997,Persians,i82i
979034,"Rutul, Tsahur",i82i
979054,Saudia,i82i
979075,"Shughni,Rushani,Khufi,Bartangi",i82i
979077,Siberian Tatars,i82i
979123,Tabasaran; Aghul,i82i
979130,Tajik,i82i
979194,Tunisia Arabs,i82i
979225,Uyghur,i82i
979232,Volga (Kazan) Tatars,i82i
979234,"Wahki,Ishkashimi,Munji",i82i
979281,Yazguliami,i82i
979283,Yemen,i82i
979321,Akuriyo,i83
979332,Amuesha,i83
979341,Apinaye,i83
979373,Bakairi,i83
979383,"Barasana,Taibano,Makuna",i83
979384,Bari,i83
979415,"Bribri,Cabecar",i83
979460,Chimila,i83
979470,Choco,i83
979475,Chorote,i83
979485,Cofan,i83
979486,Colorado (Tsachila),i83
979499,Crow,i83
979506,Daghur,i83
979513,"Desana,Siriano,Tatuyo,Bara",i83
979578,Harakmbet,i83
979627,"Kalapalo, Kuikuro",i83
979632,Kamaiura,i83
979645,Karaja,i83
979648,"Karina, Galibi",i83
979657,Kaxuyana,i83
979658,Kayabi,i83
979663,Kekchi; Mopan,i83
979698,Kraho,i83
979705,Kuna,i83
979710,Kwakiutl,i83
979712,Lacandon,i83
979739,Locono,i83
979752,Machiguenga,i83
979754,Macu,i83
979761,Makuxi,i83
979849,Nivakle,i83
979913,Paresi,i83
979919,Pemon,i83
979946,"Ramkokamekra,Apaniekra",i83
979989,Shavante,i83
979993,Shipaya,i83
980006,"Siona,Coreguaje",i83
980037,"Surui,Zoro,Arua,Cinta Larga",i83
980081,Ticuna,i83
980086,"Tiwa,Tewa,Towa",i83
980105,Trumai,i83
980127,Tuvinians,i83
980142,"Umpqua,Coquille,Tututni",i83
980146,Urubu-Kaapor,i83
980158,Waiwai,i83
980163,Wapishana,i83
980165,Warao,i83
980168,"Waura,Mehinaku",i83
980169,"Wayampi, Emerillon",i83
980170,"Wayana, Aparai",i83
980175,Western Keres,i83
980190,Yagua,i83
980212,"Yucuna, Kabiyari",i83
980215,Yukpa,i83
980217,Yuracare,i83
980225,Zuni,i83
980295,Baikal Evenki,i84
980368,Central Yupiq,i84
980402,Chulym Turks,i84
980456,Enets,i84
980465,Far East Evenki,i84
980474,Forest Nenets,i84
980500,Hanty,i84
980530,Ingalik,i84
980533,Inland Tlingit,i84
980588,"Ket, Yug",i84
980611,Komi,i84
980697,Mansi,i84
980755,Nanai,i84
980760,Negidals,i84
980787,Northern Sel'kup,i84
980807,Olcha,i84
980818,Oroch,i84
980948,Southern Sel'kup,i84
980952,St.Lawrence Eskimo,i84
980968,Sym Evenki,i84
980973,Tahltan,i84
981012,Tlingit,i84
981056,Udihe,i84
981061,Uilta,i84
981097,Western Evenki,i84
981115,Yakut,i84
981175,"Altai-Kiji, Telengit",i84a
981397,Forest Nenets,i84a
981423,Hanty,i84a
981511,"Ket, Yug",i84a
981620,Mansi,i84a
981710,Northern Sel'kup,i84a
981871,Southern Sel'kup,i84a
982081,"Adyghe, Kabardin",i85
982093,Aleut,i85
982098,"Altai-Kiji, Telengit",i85
982115,"Arabs: Palestine,Syria,Lebanon",i85
982126,Astrakhan Tatars and Nogai,i85
982134,Avesta; Pekhlevi texts,i85
982155,Bashkir,i85
982166,"Bhil, Barela-Bhilala",i85
982194,Buryat,i85
982196,Byelorussians,i85
982247,Chukchi,i85
982251,Chuvash,i85
982275,Daghur,i85
982280,Darkhad,i85
982298,"Eastern Sami, incl. Skolts",i85
982305,Estonians,i85
982311,Far East Evenki,i85
982314,Finns,i85
982325,Gagauz,i85
982346,Hanty,i85
982356,"Hindi, Chhattisgarhi",i85
982394,Kafirs,i85
982400,Kalmyk,i85
982412,Kara Kalpak,i85
982429,Kazakh,i85
982436,Khakas,i85
982449,Kirghiz,i85
982473,Kumyk,i85
982478,Kutenai,i85
982537,Manchu,i85
982543,Mansi,i85
982548,Maritime Koryak (Alyutor),i85
982582,Mongols (Khalkha),i85
982601,Nanai,i85
982606,Negidals,i85
982612,Nganasan,i85
982620,Nogai,i85
982648,Oirat,i85
982717,Reindeer Koryak,i85
982720,Romanians,i85
982724,Russians,i85
982769,Siberian Tatars,i85
982881,Tuareg,i85
982883,Tundra Nenets,i85
982891,Turkmen,i85
982892,Turks,i85
982896,Tuvinians,i85
982908,Ukrainians,i85
982917,Uyghur,i85
982918,Uzbek,i85
982924,Volga (Kazan) Tatars,i85
982947,Western Sami,i85
983049,Astrakhan Tatars and Nogai,i85a
983078,Bashkir,i85a
983089,"Bhil, Barela-Bhilala",i85a
983117,Buryat,i85a
983170,Chukchi,i85a
983203,Darkhad,i85a
983279,"Hindi, Chhattisgarhi",i85a
983298,"India, literary sources",i85a
983352,Kazakh,i85a
983359,Khakas,i85a
983372,Kirghiz,i85a
983396,Kumyk,i85a
983401,Kutenai,i85a
983505,Mongols (Khalkha),i85a
983543,Nogai,i85a
983551,Northern Paiute,i85a
983590,Ossetians,i85a
983804,Tuareg,i85a
983819,Tuvinians,i85a
983847,Volga (Kazan) Tatars,i85a
983987,Baikal Evenki,i85a1
984016,Blackfoot,i85a1
984093,Chukchi,i85a1
984157,Far East Evenki,i85a1
984282,Khakas,i85a1
984789,Western Evenki,i85a1
984807,Yakut,i85a1
984853,Ainu,i85b
984867,"Altai-Kiji, Telengit",i85b
984884,"Arabs: Palestine,Syria,Lebanon",i85b
984939,Blackfoot,i85b
984966,Caddo,i85b
985037,Crow,i85b
985198,Kazakh,i85b
985205,Khakas,i85b
985283,"Luiseno, Juaneno",i85b
985306,Manchu,i85b
985351,Mongols (Khalkha),i85b
985435,"Osage, Kansa",i85b
985436,Ossetians,i85b
985455,Pawnee,i85b
985612,Teton,i85b
985650,Tuareg,i85b
985652,Tundra Nenets,i85b
985695,"Wahki,Ishkashimi,Munji",i85b
985714,Western Sahaptin,i85b
985719,Wichita,i85b
985720,Winnebago,i85b
985728,Yagua,i85b
985939,Chukchi,i85c
986100,"Kanjobal,Chuj,Mocho",i85c
986189,"Lezgians,Kiurin; Archin",i85c
986277,Mordvins,i85c
986297,Navajo,i85c
986396,Puebla & Huasteca Nahua,i85c
986507,Tabasaran; Aghul,i85c
986699,Ainu,i86
986756,Baikal Evenki,i86
986944,Germans,i86
986961,Hanty,i86
987049,"Ket, Yug",i86
987216,Nanai,i86
987221,Negidals,i86
987234,Nivkh,i86
987248,Northern Sel'kup,i86
987268,Olcha,i86
987279,Oroch,i86
987409,Southern Sel'kup,i86
987558,Western Evenki,i86
987611,"Abenaki,Penobscot",i86a
987721,Bretagne,i86a
987812,Czech,i86a
987832,"Dutch, Flemish, Frisians",i86a
987843,Estonians,i86a
987860,French,i86a
987867,Germans,i86a
987959,Kashubians,i86a
988026,Latvians,i86a
988044,Livonians,i86a
988235,Poles,i86a
988258,Romanians,i86a
988467,Wales,i86a
988487,Western Wood Cree,i86a
988533,Abaza (Abazins),i87
988535,Abkhaz,i87
988594,"Avar,Andi,Akhvakh",i87
988682,Chechen,i87
988789,Georgians,i87
988839,Ingush,i87
988861,Kalmyk,i87
988874,"Karachays, Balkar",i87
988876,Karelians,i87
988910,Kirghiz,i87
988934,Kumyk,i87
988945,Laks,i87
989035,"Mingrelians, Laz",i87
989128,Ossetians,i87
989185,Russians,i87
989207,Saudia,i87
989213,Serbs,i87
989456,Abaza (Abazins),i87a
989458,Abkhaz,i87a
989465,"Adyghe, Kabardin",i87a
989504,Armenians,i87a
989517,"Avar,Andi,Akhvakh",i87a
989578,Buryat,i87a
989661,Danes,i87a
989698,Finns,i87a
989712,Georgians,i87a
989730,Hanty,i87a
989762,Ingush,i87a
989771,Japan,i87a
989784,Kalmyk,i87a
989793,Kannada; Kuruba,i87a
989796,Kara Kalpak,i87a
989797,"Karachays, Balkar",i87a
989813,Kazakh,i87a
989833,Kirghiz,i87a
989846,Korea,i87a
989856,Kumaoni (Central Pahari),i87a
989857,Kumyk,i87a
989868,Laks,i87a
989872,Latvians,i87a
989889,Lithuanians,i87a
989958,"Mingrelians, Laz",i87a
989966,Mongols (Khalkha),i87a
989991,Nepali; Tharu,i87a
990004,Nogai,i87a
990015,Northern Ryukyu; Awami Islands,i87a
990051,Ossetians,i87a
990091,Punjabi,i87a
990104,Romanians,i87a
990108,Russians,i87a
990136,Serbs,i87a
990193,Svan,i87a
990204,"Tai,Zhuang,Nung,Kho",i87a
990280,Tuvinians,i87a
990281,Tuvinians South Altai,i87a
990379,Abaza (Abazins),i87a1
990381,Abkhaz,i87a1
990427,Armenians,i87a1
990462,Bashkir,i87a1
990635,Georgians,i87a1
990653,Hanty,i87a1
990685,Ingush,i87a1
990719,Kara Kalpak,i87a1
990720,"Karachays, Balkar",i87a1
990736,Kazakh,i87a1
990889,Mongols (Khalkha),i87a1
990927,Nogai,i87a1
990974,Ossetians,i87a1
991116,Svan,i87a1
991302,Abaza (Abazins),i87a2
991311,"Adyghe, Kabardin",i87a2
991345,"Arabs: Palestine,Syria,Lebanon",i87a2
991363,"Avar,Andi,Akhvakh",i87a2
991367,Azerbaijan,i87a2
991386,Basque,i87a2
991424,Buryat,i87a2
991436,Catalonia,i87a2
991504,Czech,i87a2
991505,Daghur,i87a2
991524,"Dutch, Flemish, Frisians",i87a2
991533,England,i87a2
991535,Estonians,i87a2
991544,Finns,i87a2
991558,Georgians,i87a2
991559,Germans,i87a2
991564,Greeks (modern),i87a2
991576,Hanty,i87a2
991595,Hungarians,i87a2
991605,"India, literary sources",i87a2
991608,Ingush,i87a2
991615,Italians (continental),i87a2
991617,Japan,i87a2
991659,Kazakh,i87a2
991727,"Lezgians,Kiurin; Archin",i87a2
991735,Lithuanians,i87a2
991812,Mongols (Khalkha),i87a2
991816,Morocco Arabs,i87a2
991897,Ossetians,i87a2
991931,Portuguese,i87a2
991973,"Sardinia, Corsica",i87a2
992003,Sindhi,i87a2
992027,Spanish,i87a2
992043,Swedes,i87a2
992127,Tuvinians South Altai,i87a2
992138,Ukrainians,i87a2
992225,Abaza (Abazins),i87aa
992227,Abkhaz,i87aa
992234,"Adyghe, Kabardin",i87aa
992347,Buryat,i87aa
992374,Chechen,i87aa
992458,Estonians,i87aa
992467,Finns,i87aa
992478,Gagauz,i87aa
992481,Georgians,i87aa
992530,Ingrians,i87aa
992531,Ingush,i87aa
992553,Kalmyk,i87aa
992565,Kara Kalpak,i87aa
992566,"Karachays, Balkar",i87aa
992568,Karelians,i87aa
992582,Kazakh,i87aa
992602,Kirghiz,i87aa
992658,Lithuanians,i87aa
992735,Mongols (Khalkha),i87aa
992773,Nogai,i87aa
992873,Romanians,i87aa
992877,Russians,i87aa
992962,Svan,i87aa
993148,Abaza (Abazins),i87ab
993150,Abkhaz,i87ab
993157,"Adyghe, Kabardin",i87ab
993270,Buryat,i87ab
993401,Gagauz,i87ab
993404,Georgians,i87ab
993454,Ingush,i87ab
993489,"Karachays, Balkar",i87ab
993505,Kazakh,i87ab
993525,Kirghiz,i87ab
993581,Lithuanians,i87ab
993743,Ossetians,i87ab
993796,Romanians,i87ab
993885,Svan,i87ab
994071,Abaza (Abazins),i87ac
994073,Abkhaz,i87ac
994080,"Adyghe, Kabardin",i87ac
994276,Danes,i87ac
994377,Ingush,i87ac
994399,Kalmyk,i87ac
994412,"Karachays, Balkar",i87ac
994428,Kazakh,i87ac
994448,Kirghiz,i87ac
994471,Kumaoni (Central Pahari),i87ac
994504,Lithuanians,i87ac
994666,Ossetians,i87ac
994719,Romanians,i87ac
994808,Svan,i87ac
994994,Abaza (Abazins),i87b
994996,Abkhaz,i87b
995003,"Adyghe, Kabardin",i87b
995033,Arabs of Sudan,i87b
995055,"Avar,Andi,Akhvakh",i87b
995236,Finns,i87b
995271,Hausa,i87b
995300,Ingush,i87b
995322,Kalmyk,i87b
995335,"Karachays, Balkar",i87b
995337,Karelians,i87b
995371,Kirghiz,i87b
995394,Kumaoni (Central Pahari),i87b
995395,Kumyk,i87b
995406,Laks,i87b
995410,Latvians,i87b
995427,Lithuanians,i87b
995464,"Manjak,Balant,Papel,Felupe,Diola",i87b
995496,"Mingrelians, Laz",i87b
995515,"Muria,Maria,Pardhan",i87b
995529,Nepali; Tharu,i87b
995546,Northern Gur (Oti-Volta),i87b
995589,Ossetians,i87b
995629,Punjabi,i87b
995706,Songhai,i87b
995910,Zaghawa,i87b
996041,Byelorussians,i87c
996143,"Eastern Sami, incl. Skolts",i87c
996159,Finns,i87c
996302,Komi,i87c
996333,Latvians,i87c
996350,Lithuanians,i87c
996519,"Paiwan,Puyuma,Rukay",i87c
996569,Russians,i87c
996591,Saudia,i87c
996600,Setu,i87c
996624,Slovenians,i87c
996753,Ukrainians,i87c
996765,Vepsians,i87c
997019,Chuvash,i87d
997062,"Dutch, Flemish, Frisians",i87d
997071,England,i87d
997082,Finns,i87d
997096,Georgians,i87d
997097,Germans,i87d
997133,Hungarians,i87d
997273,Lithuanians,i87d
997274,Livonians,i87d
997315,Mari,i87d
997404,"Norvegians, Faroe islanders",i87d
997465,Poles,i87d
997547,Slovenians,i87d
997581,Swedes,i87d
997672,Udmurt,i87d
997676,Ukrainians,i87d
997692,Volga (Kazan) Tatars,i87d
997715,Western Sami,i87d
997779,"Akkad,Assyria,Babylon",i88
997794,Ancient China,i88
997860,Biu-Mandara,i88
997880,Bulgarians,i88
997917,Cherokee,i88
998078,Japan,i88
998084,Kachin,i88
998107,Karen,i88
998131,"Khmu, Puoc",i88
998153,Korea,i88
998173,"Lahu,Sani,Hani,Nasu,Jino",i88
998422,Sakata,i88
998447,"Shan,Khampti,Ahom",i88
998501,Swahili,i88
998511,"Tai,Zhuang,Nung,Kho",i88
998587,Tuvinians,i88
998593,Udihe,i88
998613,Viets,i88
998625,Warao,i88
998652,Yakut,i88
998669,"Yoruba,Nupe,Bini",i88
998688,Abkhaz,i89
998695,"Adyghe, Kabardin",i89
998706,Albanians,i89
998734,Armenians,i89
998751,Azerbaijan,i89
998803,Bulgarians,i89
998939,Gagauz,i89
998948,Greeks (modern),i89
999027,"Karachays, Balkar",i89
999043,Kazakh,i89
999087,Kumyk,i89
999111,"Lezgians,Kiurin; Archin",i89
999134,Macedonians,i89
999303,Persians,i89
999340,"Rutul, Tsahur",i89
999366,Serbs,i89
999474,"Toda,Kota,Pulaya,Nayar,Kadar",i89
999505,Turkmen,i89
999506,Turks,i89
999522,Ukrainians,i89
999615,Achomavi,i8c
999625,"Akkad,Assyria,Babylon",i8c
999635,"Altai-Kiji, Telengit",i8c
999677,"Baiga,Bhuiya,Bhumiya",i8c
999694,Batak; Gayo,i8c
999698,Bella Coola,i8c
999736,"Cahuilla, Cupeno",i8c
999763,Cherokee,i8c
999842,Estonians,i8c
999858,"Fox,Sauk,Kikapoo",i8c
999864,"Garo,Bodo,Hami,Riga",i8c
999883,Hanty,i8c
999971,"Ket, Yug",i8c
999982,Kimberley Plateau,i8c
1000018,Lacandon,i8c
1000024,"Lassik,Catho,Mattole",i8c
1000063,Maidu,i8c
1000080,Mansi,i8c
1000126,Muisca,i8c
1000165,Northern Paiute,i8c
1000218,Papago,i8c
1000219,Paresi,i8c
1000228,Pima,i8c
1000265,SE Australia,i8c
1000286,"Semang,Senoi",i8c
1000478,Western Apache,i8c
1000521,Yukpa,i8c
1000535,"Abor,Gallong,Tani",i8e
1000538,Achomavi,i8e
1000558,"Altai-Kiji, Telengit",i8e
1000563,Ancient China,i8e
1000564,Ancient Egypt,i8e
1000572,Arabs: Egypt,i8e
1000598,Aztec,i8e
1000600,"Baiga,Bhuiya,Bhumiya",i8e
1000601,Baikal Evenki,i8e
1000612,"Barasana,Taibano,Makuna",i8e
1000629,Biu-Mandara,i8e
1000686,Cherokee,i8e
1000691,"Chin-Naga(Rengma,Ao,Angami etc",i8e
1000692,"Chinantec,Mazatec",i8e
1000702,Chol,i8e
1000703,Chontal,i8e
1000705,Chorti,i8e
1000707,Chukchi,i8e
1000711,Chuvash,i8e
1000722,Copper Eskimo,i8e
1000742,"Desana,Siriano,Tatuyo,Bara",i8e
1000744,"Dhoba,Ahir,Halba,Lohar,etc.",i8e
1000747,Diegueno,i8e
1000757,Eastern Keres,i8e
1000764,Ese'ejja,i8e
1000765,Estonians,i8e
1000785,Gagauz,i8e
1000787,"Garo,Bodo,Hami,Riga",i8e
1000790,"Gilbert,Nauru,Banaba",i8e
1000797,Guarani,i8e
1000810,Hawaii,i8e
1000821,Hoti,i8e
1000822,Huastec,i8e
1000823,Huave,i8e
1000824,Huichol,i8e
1000835,"India, literary sources",i8e
1000848,Jicaque,i8e
1000853,Kachin,i8e
1000868,"Kanjobal,Chuj,Mocho",i8e
1000886,Kaxuyana,i8e
1000889,Kazakh,i8e
1000892,Kekchi; Mopan,i8e
1000904,Kiliwa,i8e
1000915,Kogi,i8e
1000919,Konds (Khonds),i8e
1000922,Korea,i8e
1000941,Lacandon,i8e
1000942,"Lahu,Sani,Hani,Nasu,Jino",i8e
1000947,"Lassik,Catho,Mattole",i8e
1001004,"Maori,Moriori",i8e
1001010,Marshal Islands,i8e
1001028,"Miao,Yao (South China)",i8e
1001030,Mikir,i8e
1001033,Mindanao,i8e
1001036,Mocovi,i8e
1001045,Mordvins,i8e
1001065,Navajo,i8e
1001078,Nivakle,i8e
1001082,North Alaskan Inupiat,i8e
1001085,Northern Luzon,i8e
1001129,"Otomi,Pame,Jonaz",i8e
1001137,Palawan,i8e
1001146,Pawnee,i8e
1001147,"Paya,Sumu,Misquito",i8e
1001158,Pomo,i8e
1001160,Popoluca,i8e
1001180,Romanians,i8e
1001200,Santee,i8e
1001212,Serbs,i8e
1001216,"Shan,Khampti,Ahom",i8e
1001219,Shawnee,i8e
1001223,Shipibo-Conibo,i8e
1001252,Southern Luzon,i8e
1001263,Sumba,i8e
1001276,Tacana,i8e
1001280,"Tai,Zhuang,Nung,Kho",i8e
1001288,"Tarahumara,Warihio",i8e
1001306,Tibetans (U-Tsang),i8e
1001315,"Tiwa,Tewa,Towa",i8e
1001321,Tofa,i8e
1001329,"Totonac, Tepehua",i8e
1001344,Tunebo,i8e
1001359,Tzotzil,i8e
1001360,Tzutujil,i8e
1001368,Ukrainians,i8e
1001375,Urubu-Kaapor,i8e
1001381,Veracruz Nahuatl,i8e
1001385,"Wa, Bulang",i8e
1001394,Warao,i8e
1001395,Warli,i8e
1001401,Western Apache,i8e
1001404,Western Keres,i8e
1001411,Winnebago,i8e
1001421,Yakut,i8e
1001436,Yogur,i8e
1001439,"Yucatec, Itza",i8e
1001443,Yuki,i8e
1001444,Yukpa,i8e
1001454,Zuni,i8e
1001458,"Abor,Gallong,Tani",i8f
1001483,Ami,i8f
1001490,Andaman,i8f
1001493,Apinaye,i8f
1001535,"Barasana,Taibano,Makuna",i8f
1001540,Batak; Gayo,i8f
1001544,Bella Coola,i8f
1001572,Bulgarians,i8f
1001574,"Bunun,Tsou,Kanabu",i8f
1001582,"Cahuilla, Cupeno",i8f
1001588,"Cashinahua,Mayoruna",i8f
1001591,Cayapa (Chachi),i8f
1001592,Cayapo,i8f
1001610,Cheyenne,i8f
1001614,"Chin-Naga(Rengma,Ao,Angami etc",i8f
1001615,"Chinantec,Mazatec",i8f
1001620,Chiriguano,i8f
1001671,Dogon,i8f
1001681,"Eastern Sami, incl. Skolts",i8f
1001688,Estonians,i8f
1001697,Finns,i8f
1001717,Greeks (modern),i8f
1001725,Haida,i8f
1001731,Hare,i8f
1001758,"India, literary sources",i8f
1001759,Ingalik,i8f
1001762,Inland Tlingit,i8f
1001774,Juruna,i8f
1001777,Kafirs,i8f
1001823,"Khmu, Puoc",i8f
1001845,Korea,i8f
1001850,Kraho,i8f
1001862,Kwakiutl,i8f
1001903,Macedonians,i8f
1001912,Makka,i8f
1001956,Mindanao,i8f
1001958,"Mixtec,Trique",i8f
1001974,Mundurucu,i8f
1001977,"Murle, Me'en, Didinga",i8f
1001979,Muslim Malay,i8f
1002006,North New Guinea Melanesians,i8f
1002008,Northern Luzon,i8f
1002009,Northern Naga (Konyak etc.),i8f
1002101,"Rennel,Tikopia,Bellona,Futuna(Erronan)",i8f
1002107,Russians,i8f
